time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-17 00:00:00+00:00,,,30,13
2023-03-19 00:00:00+00:00,,,6,6
2023-03-20 00:00:00+00:00,,,31,6
2023-03-21 00:00:00+00:00,,,32,1
2023-03-22 00:00:00+00:00,,,9,2
2023-03-23 00:00:00+00:00,,,4,4
2023-03-24 00:00:00+00:00,,,2,2
2023-03-25 00:00:00+00:00,,,7,4
2023-03-26 00:00:00+00:00,,,3,3
2023-03-27 00:00:00+00:00,4.0,1.0,13,2
2023-03-28 00:00:00+00:00,4.0,1.0,1,1
2023-03-29 00:00:00+00:00,,,8,2
2023-03-30 00:00:00+00:00,1.0,1.0,38,4
