time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-06 00:00:00+00:00,1.0,1.0,28,8
2023-02-07 00:00:00+00:00,,,19,7
2023-02-08 00:00:00+00:00,,,23,7
2023-02-09 00:00:00+00:00,,,13,5
2023-02-10 00:00:00+00:00,,,5,4
2023-02-11 00:00:00+00:00,,,1,1
2023-02-13 00:00:00+00:00,,,19,8
2023-02-14 00:00:00+00:00,1.0,1.0,7,4
2023-02-15 00:00:00+00:00,,,15,5
2023-02-16 00:00:00+00:00,,,19,3
2023-02-17 00:00:00+00:00,,,5,5
