time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-26 00:00:00+00:00,1.0,1.0,12,4
2023-06-27 00:00:00+00:00,,,15,4
2023-06-29 00:00:00+00:00,1.0,1.0,1,1
2023-06-30 00:00:00+00:00,,,7,1
2023-07-03 00:00:00+00:00,1.0,1.0,11,1
2023-07-04 00:00:00+00:00,,,4,2
2023-07-05 00:00:00+00:00,1.0,1.0,3,2
2023-07-06 00:00:00+00:00,,,39,16
2023-07-07 00:00:00+00:00,,,11,7
2023-07-08 00:00:00+00:00,,,1,1
