url_path,views_total,views_unique
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/tree/main/images,6,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/tree/main,5,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/blob/main/images/servo_drive_kit.png,4,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki,4,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/tree/main/GHRD_images,3,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/blob/main/images/80-001318RI-3_SCH_RevB.PDF,2,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/blob/main/images/Motor_Encoder.png,2,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/blob/main/images/servo_drive_kit_moons_nice.png,2,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki/CL-CMR-block-diagrams,2,1
/ArrowElectronics/Reconfigurable-Industrial-Robotics-Platform/wiki/Motor-Wiring,2,1
